Make:,Model:,Year:,Body type:,Exterior color:,Interior color:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Trim:,Dealer's Price:,MSRP:,Location:,Transmission:,Exterior Color:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXP68NW239658,"$62,060",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sarge Green Clearcoat,Black,,1C4JJXR69NW257812,"$62,107",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,15 mi,1C4JJXP65NW153563,"$62,218",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver,Black,13 mi,1C4JJXP67NW228571,"$62,220",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray,Black,13 mi,1C4JJXP69NW228572,"$62,220",Frisco Chrysler Dodge Jeep Ram,"9640 State Highway 121 Frisco, TX 75035",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXP64NW232268,"$62,220",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXP66NW232272,"$62,220",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXP66NW153071,"$62,220",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR68NW260703,"$62,283",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Dark Saddle/Black,4 mi,1C4JJXP69NW250488,"$62,315",Moritz Chrysler Jeep Dodge,"9101 Camp Bowie West Fort Worth, TX 76116",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXP6XNW153073,"$62,415",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXP69NW229222,"$62,415",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black,Black,0 mi,1C4JJXP66NW271105,"$62,460",Dodge City of McKinney,"700 South Central Expressway Mckinney, TX 75070",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,,1C4JJXP66NW171103,"$62,565",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXP61NW274655,"$62,630",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Dark Saddle/Black,,1C4JJXP60NW260309,"$62,633",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,2 mi,1C4JJXP63NW250034,"$64,415",Fowler Jeep of Boulder,"5075 East Pearl Pkwy Boulder, CO 80301",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR63NW190253,"$62,738",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR6XNW266731,"$62,827",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXR60NW199508,"$62,852",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,White (Clx9),,1C4JJXP69NW274550,"$62,990",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,White (Clx9),,1C4JJXP62NW279136,"$62,990",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Black,,1C4JJXR61NW232659,"$63,098",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXR68NW266730,"$63,183",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,,1C4JJXR68NW185243,"$63,259",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black (Clx9),,1C4JJXP62NW274549,"$63,385",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Gray (Clx9),,1C4JJXP62NW274552,"$63,385",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Blue (Clx9),,1C4JJXP60NW274551,"$63,385",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXR6XNW261397,"$63,607",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR61NW198660,"$63,625",Forest Lane Chrysler Dodge Jeep Ram,"2536 Forest Ln Dallas, TX 75234",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,White (Clx9),,1C4JJXP61NW207568,"$63,685",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Firecracker Red Clearcoat,Black,,1C4JJXR68NW172119,"$63,939",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXR62NW238812,"$64,079",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR68NW210626,"$64,170",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR6XNW245975,"$64,213",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXR6XNW191867,"$64,630",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXR60NW153418,"$64,693",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Hydro Blue Pearl Coat,Black,,1C4JJXR66NW153293,"$64,693",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR64NW153289,"$64,693",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXP6XNW245963,"$64,946",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR68NW239527,"$64,988",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR68NW218757,"$65,128",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXR60NW236587,"$65,272",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2021.0,SUV / crossover,Black Clearcoat,Black,16 mi,1C4JJXR62MW745210,"$65,590",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXP62NW208745,"$65,806",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Sahara 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Yellow (High Velocity Clearcoat),Black,2 mi,1C4JJXR66NW193311,"$67,625",Fowler Jeep of Boulder,"5075 East Pearl Pkwy Boulder, CO 80301",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXR61NW234170,"$66,073",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,Black,,1C4JJXR61NW220270,"$66,582",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Gray (Granite Crystal Metallic Clearcoat),Black,,1C4JJXR62NW222609,"$66,585",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXR66NW233340,"$67,152",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Sting-Gray Clearcoat,Black,,1C4JJXR62NW259840,"$67,175",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,PX8 Black Clear Coat,,0 mi,1C4JJXR6XNW178567,"$67,210",Rockwall Chrysler Dodge Jeep Ram,"970 E I-30 Rockwall, TX 75087",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Black Clearcoat,,5 mi,1C4JJXR61NW178568,"$67,210",Rockwall Chrysler Dodge Jeep Ram,"970 E I-30 Rockwall, TX 75087",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Bright White Clearcoat,Black,,1C4JJXR65NW183000,"$67,247",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Silver Zynith Clearcoat,Black,,1C4JJXR62NW191894,"$67,367",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",Rubicon 4WD,,,,,,,,,,,,,,
Jeep,Wrangler,2022.0,SUV / crossover,Brown (Limited Edition Gobi Clearcoat),Brown (Alx9),,1C4JJXR66NW227859,"$67,655",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",Rubicon 4WD,,,,,,,,,,,,,,
,Wrangler,,,,,15 miles,1C4JJXR61NW152861,"$68,218",Premier CDJR of Lamesa,"1611 Lubbock Hwy Lamesa, TX 79331",,"$67,935","$67,935","Lamesa, TX
279 mi away",8-Speed Automatic,Bright White Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR64NW108322,"$69,920",Shottenkirk Prosper Chrysler Dodge Jeep Ram,"2550 W University Dr Prosper, TX 75078",,"$69,920","$69,920","Prosper, TX
35 mi away",8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR66NW214819,"$68,539",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$68,090","$70,225","Lake Charles, LA
294 mi away",8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,3 miles,1C4JJXR6XNW108101,"$68,700",Pegasus CDJR,"305 South Interstate Highway 45 Ennis, TX 75119",,"$68,700","$68,700","Ennis, TX
43 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR6XNW239562,"$68,736",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$68,287","$70,445","Lake Charles, LA
294 mi away",8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR6XNW245653,"$68,894",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$68,445","$70,620","Lake Charles, LA
294 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR6XNW233776,"$70,401",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$69,952","$72,295","Lake Charles, LA
294 mi away",8-Speed Automatic,Hydro Blue Pearl Coat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR62NW270773,"$70,475",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",,"$70,475","$70,475","Arlington, TX
7 mi away",8-Speed Automatic,Bright White Clearcoat,White (Alx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR61NW274197,"$70,870",Classic Chrysler Dodge Jeep Ram Fiat,"1111 E Interstate 20 Arlington, TX 76018",,"$70,870","$70,870","Arlington, TX
7 mi away",8-Speed Automatic,Sting-Gray Clearcoat,Gray (Alx9),"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR69NW249709,"$71,631",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$71,182","$73,660","Lake Charles, LA
294 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR64NW158590,"$72,266",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$71,817","$74,365","Lake Charles, LA
294 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXR68NW245652,"$72,800",Mark Dodge,"3777 Gerstner Memorial Blvd Lake Charles, LA 70607",,"$72,351","$74,960","Lake Charles, LA
294 mi away",8-Speed Automatic,Sarge Green Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP62NW205277,4WD,Waxahachie Dodge Chrysler Jeep,"2405 N Interstate 35 E Waxahachie, TX 75167",,No Price Listed,Not Provided,"Waxahachie, TX
28 mi away",,Gray (Granite Crystal Metallic Clear-Coat Exterior Paint),,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP65NW227967,4WD,Waxahachie Dodge Chrysler Jeep,"2405 N Interstate 35 E Waxahachie, TX 75167",,No Price Listed,Not Provided,"Waxahachie, TX
28 mi away",,Black Clear-Coat Exterior Paint,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP66NW197989,4WD,Waxahachie Dodge Chrysler Jeep,"2405 N Interstate 35 E Waxahachie, TX 75167",,No Price Listed,Not Provided,"Waxahachie, TX
28 mi away",,Sting-Gray Clear-Coat Exterior Paint,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,0 miles,1C4JJXP61NW227951,4WD,Waxahachie Dodge Chrysler Jeep,"2405 N Interstate 35 E Waxahachie, TX 75167",,No Price Listed,Not Provided,"Waxahachie, TX
28 mi away",,Black Clear-Coat Exterior Paint,,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP67NW249324,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,"$62,460","Lewisville, TX
21 mi away",8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP65NW249323,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,"$62,460","Lewisville, TX
21 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP60NW231487,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,"$61,170","Lewisville, TX
21 mi away",8-Speed Automatic,Sting-Gray Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP69NW231486,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,"$61,170","Lewisville, TX
21 mi away",8-Speed Automatic,Black Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,5 miles,1C4JJXP65NW207637,4WD,Huffines Chrysler Jeep Dodge Ram Lewisville,"1024 S Stemmons Fwy Lewisville, TX 75067",,No Price Listed,"$61,070","Lewisville, TX
21 mi away",8-Speed Automatic,Bright White Clearcoat,Dark Saddle/Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP69NW178174,4WD,Uptown Chrysler Dodge Jeep Ram Fiat,"2800 W Mockingbird Ln Dallas, TX 75235",,No Price Listed,"$62,565","Dallas, TX
18 mi away",8-Speed Automatic,Gray (Granite Crystal Metallic Clearcoat),Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Wrangler,,,,,---,1C4JJXP66NW124959,4WD,Huffines Chrysler Jeep Dodge Ram Plano,"4500 W Plano Pkwy Plano, TX 75093",,No Price Listed,"$66,145","Plano, TX
27 mi away",8-Speed Automatic,Silver Zynith Clearcoat,Black,"20 MPG City
20 MPG Highway
20 MPG Combined","2.4 hr charge time, 21 mi range",375 hp 2L I4,Four-Wheel Drive,Gasoline,New,,
,Tundra,,,,,13 miles,5TFKB5AA2NX012107,"$40,869",Four Stars Toyota,"2600 E Broadway St Altus, OK 73521",,"$40,869","$40,869","Altus, OK
179 mi away",Automatic,White,Black,"18 MPG City
24 MPG Highway
20 MPG Combined",,348 hp 3.5L V6,4X2,Gasoline,New,Crew Cab,
,Tundra,,,,,5 miles,5TFLA5AB9NX008331,"$47,511",Pat Lobb Toyota of McKinney,"3350 S Central Expy Mckinney, TX 75070",,"$47,511","$47,511","Mckinney, TX
40 mi away",Automatic,Celestial Silver Metallic,Silver (Boulder),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,,,,6 miles,5TFLA5BC2NX001986,"$47,892",Shottenkirk Toyota Weatherford,"3131 Fort Worth Hwy Weatherford, TX 76087",,"$47,892","$47,892","Weatherford, TX
32 mi away",Automatic,White,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,,,,1 miles,5TFLA5AB3NX111468,"$48,957",Family Toyota of Arlington,"1661 Wet N Wild Way Arlington, TX 76011",,"$48,957","$48,957","Arlington, TX
4 mi away",Automatic,Army Green,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,,,,0 miles,5TFLA5AB3NX012214,"$50,073",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$50,073","$48,957","Grapevine, TX
13 mi away",Automatic,Midnight Black,Black (BOULDER),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,,,,0 miles,5TFLA5AB3NX012830,"$50,073",Texas Toyota of Grapevine,"701 E State Highway 114 Grapevine, TX 76092",,"$50,073","$48,957","Grapevine, TX
13 mi away",Automatic,White,BLACK FABRIC,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,,,,13 miles,5TFLA5EC0NX007782,"$50,312",Sport City Toyota,"12650 Lyndon B Johnson Fwy Dallas, TX 75228",,"$50,312","$50,312","Dallas, TX
29 mi away",Automatic,Magnetic Gray Metallic,Gray (Boulder Fabric),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,,,,5 miles,5TFLA5AB3NX009930,"$51,376",Pat Lobb Toyota of McKinney,"3350 S Central Expy Mckinney, TX 75070",,"$51,376","$51,376","Mckinney, TX
40 mi away",Automatic,Magnetic Gray Metallic,Black,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,,,,6 miles,5TFLA5DB4NX040258,"$51,957",Shottenkirk Toyota Granbury,"5100 East US Hwy 377 Granbury, TX 76049",,"$51,957","$51,957","Granbury, TX
38 mi away",Automatic,Black,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,,,,6 miles,5TFLA5DB0NX039494,"$51,957",Shottenkirk Toyota Weatherford,"3131 Fort Worth Hwy Weatherford, TX 76087",,"$51,957","$51,957","Weatherford, TX
32 mi away",Automatic,Gray,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,,,,6 miles,5TFLA5DB7NX039427,"$51,957",Shottenkirk Toyota Weatherford,"3131 Fort Worth Hwy Weatherford, TX 76087",,"$51,957","$51,957","Weatherford, TX
32 mi away",Automatic,Silver,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
