Make:,Model:,Year:,Mileage:,VIN:,Price:,Dealer Name:,Dealer Address:,Dealer's Price:,MSRP:,Location:,Transmission:,Interior Color:,Est. Gas Mileage*:,Battery Performance:,Engine:,Drivetrain:,Fuel Type:,Condition:,Cabin Size:,NHTSA Overall Safety Rating:
,Tundra,,5 miles,5TFLA5AB2NX012852,"$49,036",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$49,036","$49,036","Spring, TX
28 mi away",Automatic,White (Ivory),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,1 miles,5TFLA5AB3NX111468,"$49,194",Family Toyota of Arlington,"1661 Wet N Wild Way<br>Arlington, TX 76011","$48,957","$48,957","Arlington, TX
237 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,5 miles,5TFLA5BC2NX001972,"$49,409",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$49,409","$49,409","Spring, TX
28 mi away",Automatic,White (Ivory),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,5 miles,5TFLA5AB0NX011859,"$53,061",Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469","$53,061","$51,566","Richmond, TX
23 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5EC3NX007307,"$51,910",Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450","$51,910","$51,910","Katy, TX
26 mi away",Automatic,Black (Blk Fabric),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,5 miles,5TFLA5DA3NX035933,"$51,946",Sterling Mccall Toyota,"9400 Southwest Freeway<br>Houston, TX 77074","$51,946","$50,451","Houston, TX
12 mi away",,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Crew Cab,
,Tundra,,5 miles,5TFLA5AB8NX012144,"$52,044",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$52,044","$52,044","Spring, TX
28 mi away",Automatic,White (Ivory),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,19 miles,5TFLA5ABXNX010962,"$52,044",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$52,044","$52,044","Spring, TX
28 mi away",Automatic,White (Ivory),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,5 miles,5TFLA5DBXNX039387,"$52,471",Fred Haas Toyota World,"20400 Interstate 45<br>Spring, TX 77373","$52,471","$52,471","Angleton, TX
33 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5AB1NX011014,"$55,733",Don McGill Toyota of Houston,"11800 Katy Freeway<br>Houston, TX 77079","$55,733","$55,733","Houston, TX
18 mi away",Automatic,Black (Blk Fabric),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5DB5NX038549,"$56,014",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$56,014","$56,014","Conroe, TX
45 mi away",Automatic,Ea21/Black,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5DB1NX038189,"$56,114",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$56,114","$56,114","Conroe, TX
45 mi away",Automatic,Ea21/Black,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5DB1NX041562,"$56,114",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$56,114","$56,114","Conroe, TX
45 mi away",Automatic,Ea13/,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,7 miles,5TFJA5DB6NX037854,"$57,556",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$57,556","$57,556","Conroe, TX
45 mi away",Automatic,Ea13/,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFJA5DB5NX039949,"$65,378",Toyota of Katy,"21555 Katy Freeway<br>Katy, TX 77450","$65,378","$65,378","Katy, TX
26 mi away",Automatic,Black (Blk),"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5AB1NX012938,"$58,970",Don McGill Toyota of Houston,"11800 Katy Freeway<br>Houston, TX 77079","$58,970","$58,970","Houston, TX
18 mi away",Automatic,Black (Blk),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,0 miles,5TFJC5AB0NX001141,"$59,075",Toyota of Laredo,"6324 Bob Bullock Loop<br>Laredo, TX 78041","$58,640","$58,640","Laredo, TX
289 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,437 hp 3.5L V6 Hybrid,4X2,Hybrid,New,Large Crew Cab,
,Tundra,,5 miles,5TFJA5EC3NX008111,"$60,713",Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469","$60,713","$59,218","Richmond, TX
23 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFJC5AB2NX001125,"$59,233",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$59,233","$59,233","Conroe, TX
45 mi away",Automatic,,"18 MPG City
24 MPG Highway
20 MPG Combined",,437 hp 3.5L V6 Hybrid,4X2,Hybrid,New,Large Crew Cab,
,Tundra,,---,5TFJC5DB8NX004686,"$60,242",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$60,242","$60,242","Conroe, TX
45 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,437 hp 3.5L V6 Hybrid,Four-Wheel Drive,Hybrid,New,Large Crew Cab,
,Tundra,,5 miles,5TFJA5DB5NX014601,"$60,384","Powell Watson Motors, Inc.","6301 Arena Blvd<br>Laredo, TX 78041","$59,949","$59,949","Laredo, TX
289 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,"4,359 miles",5TFMA5AB2NX006201,"$62,052",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$62,052","$62,052","Conroe, TX
45 mi away",Automatic,Black (Lb44/),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFNA5ABXNX011988,"$62,325",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$62,325","$62,325","Conroe, TX
45 mi away",Automatic,La21/Black,"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFLA5ABXNX011111,"$66,645",Don McGill Toyota of Houston,"11800 Katy Freeway<br>Houston, TX 77079","$66,645","$66,645","Houston, TX
18 mi away",Automatic,White (Boulder),"18 MPG City
24 MPG Highway
20 MPG Combined",,389 hp 3.5L V6,4X2,Gasoline,New,Large Crew Cab,
,Tundra,,---,5TFMA5DB1NX036740,"$67,771",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$67,771","$67,771","Conroe, TX
45 mi away",Automatic,Lb41/,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,5 miles,5TFPC5DB5NX004915,"$68,600",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$68,600","$68,600","Conroe, TX
45 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,437 hp 3.5L V6 Hybrid,Four-Wheel Drive,Hybrid,New,Large Crew Cab,
,Tundra,,10 miles,5TFMA5DB6NX034823,"$68,748",Sterling McCall Toyota Fort Bend,"20465 Southwest Freeway<br>Richmond, TX 77469","$68,748","$67,253","Richmond, TX
23 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,Large Crew Cab,
,Tundra,,6 miles,5TFVC5DB5NX002511,"$78,001",Gullo Toyota of Conroe,"500 I-45 South<br>Conroe, TX 77304","$78,001","$78,001","Conroe, TX
45 mi away",Automatic,,"17 MPG City
23 MPG Highway
19 MPG Combined",,437 hp 3.5L V6 Hybrid,Four-Wheel Drive,Hybrid,New,Large Crew Cab,
,Tundra,,---,5TFVC5DB8NX002583,"$78,426",Mike Calvert Toyota,"2333 South Loop West<br>Houston, TX 77054","$78,426","$78,426","Houston, TX
5 mi away",Automatic,Black (Blk/Wht Semi-Aniline Lth),"17 MPG City
23 MPG Highway
19 MPG Combined",,437 hp 3.5L V6 Hybrid,Four-Wheel Drive,Hybrid,New,Large Crew Cab,
,Tundra,,248 miles,5TFLA5DB1NX019691,"$78,990",Mike Calvert Toyota,"2333 South Loop West<br>Houston, TX 77054","$78,990",Not Provided,"Houston, TX
11 mi away",Automatic,Black,"17 MPG City
23 MPG Highway
19 MPG Combined",,389 hp 3.5L V6,Four-Wheel Drive,Gasoline,New,"Large Crew Cab, Short Bed",
